pix,year,for_age_2003,for_con_2003,for_pro,elev,p1_trend,p1_trend_slope,trend_20yrs,delta_for_age_lag3,delta_for_con_lag3,delta_cmi_sm_lag3,delta_dd5_wt_lag3,delta_for_age_lag2,delta_for_con_lag2,delta_cmi_sm_lag2,delta_dd5_wt_lag2,delta_for_age_lag1,delta_for_con_lag1,delta_cmi_sm_lag1,delta_dd5_wt_lag1,delta_for_age,delta_for_con,delta_cmi_sm,delta_dd5_wt,fire,harv,insc,gfc,canlad,count_brk_neg,sum_brk_magnitude_neg,avg_brk_magnitude_neg,count_brk_pos,sum_brk_magnitude_pos,avg_brk_magnitude_pos
310255,2003,97.739,15.531,0,425.501,1,4.36,,,,-10.864,0.0,3.35,1.336,4.569,2.0,1.675,0.668,1.307,-3.0,6.698,2.671,5.429,3.0,0,0,0,0,0,,,,,,
310261,2003,100.22,28.159,0,409.994,1,3.605,,,,-10.827,0.0,6.584,-3.618,4.669,2.0,3.292,-1.809,1.315,-3.0,13.167,-7.236,5.4,3.243,0,0,0,0,0,,,,,,
310268,2003,75.495,13.684,0,405.048,1,5.458,,,,-10.807,0.0,11.21,0.424,4.803,2.0,5.605,0.212,1.333,-3.13,22.419,0.848,5.396,3.532,0,0,0,1,0,,,,,,
310270,2003,81.417,33.71,0,382.044,1,6.285,,,,-10.737,0.0,2.335,-0.906,4.805,2.0,1.167,-0.453,1.321,-3.675,4.669,-1.813,5.33,4.0,0,0,0,0,0,,,,,,
310271,2003,90.126,37.491,0,369.414,1,6.473,,,,-10.697,0.0,-0.449,-1.308,4.803,2.0,-0.225,-0.654,1.31,-4.0,-0.897,-2.616,5.289,4.0,0,0,0,0,0,,,,,,
310272,2003,96.942,51.459,0,354.678,1,3.383,,,,-10.647,0.0,-1.752,-2.244,4.801,2.0,-0.876,-1.122,1.308,-4.0,-3.505,-4.49,5.241,4.0,0,0,0,0,0,,,,,,
310290,2003,78.414,28.163,0,360.937,1,4.81,,,,-10.582,0.0,0.814,1.176,5.086,2.0,0.407,0.588,1.359,-4.0,1.629,2.354,5.228,4.0,0,0,0,0,0,,,,,,
310299,2003,68.786,38.898,1,310.818,1,3.607,,,,-10.474,0.0,3.53,-0.54,5.21,2.0,1.765,-0.27,1.394,-4.0,7.06,-1.082,5.138,4.0,0,0,0,0,0,,,,,,
310301,2003,82.012,24.716,0,325.365,1,4.138,,,,-10.485,0.0,3.041,0.991,5.25,2.0,1.521,0.496,1.395,-4.0,6.082,1.982,5.161,4.0,0,0,0,0,0,,,,,,
310302,2003,82.22,28.48,0,324.12,1,5.285,,,,-10.48,0.0,0.019,-0.119,5.27,2.0,0.01,-0.06,1.4,-4.0,0.037,-0.236,5.16,4.0,0,0,0,0,0,,,,,,
310307,2003,91.456,21.093,0,445.299,1,4.161,,,,-10.584,0.0,0.777,-0.638,5.387,2.0,0.388,-0.319,1.37,-3.0,1.554,-1.277,5.309,3.0,0,0,0,0,0,,,,,,
310308,2003,80.643,22.013,0,461.862,1,3.95,,,,-10.591,0.0,0.932,0.914,5.408,2.0,0.466,0.457,1.372,-3.0,1.865,1.83,5.324,3.0,0,0,0,0,0,,,,,,
310318,2003,65.496,43.155,0,341.402,1,6.354,,,,-10.418,0.0,4.198,-3.752,5.531,2.0,2.099,-1.876,1.413,-4.0,8.396,-7.505,5.131,4.0,0,0,0,0,0,,,,,,
310319,2003,67.294,36.692,0,367.029,1,4.464,,,,-10.441,0.0,5.954,-3.915,5.558,2.0,2.977,-1.958,1.405,-4.0,11.909,-7.829,5.164,4.0,0,0,0,0,0,,,,,,
310321,2003,56.231,31.954,0,371.576,1,3.605,,,,-10.435,0.0,10.058,-5.503,5.586,2.0,5.029,-2.752,1.402,-4.0,20.115,-11.005,5.159,4.0,0,0,0,0,0,,,,,,
310328,2003,80.171,19.338,0,374.429,1,3.548,,,,-10.4,0.0,-0.42,0.613,5.694,2.0,-0.21,0.306,1.416,-4.0,-0.84,1.226,5.139,4.0,0,0,0,0,0,,,,,,
301012,2003,86.16,17.513,0,359.012,1,8.811,1,,,-10.574,0.0,-2.867,1.464,4.656,2.0,-1.434,0.732,1.492,-4.0,-5.734,2.929,5.307,4.0,0,0,0,0,0,,,,,,
304002,2003,80.942,47.955,1,419.865,1,3.67,1,,,-11.116,0.0,1.802,-2.298,3.587,2.0,0.901,-1.149,1.782,-3.729,3.603,-4.594,5.552,4.0,0,0,0,1,0,,,,,,
304003,2003,67.711,45.57,1,441.167,1,3.792,,,,-11.142,0.0,2.2,0.219,3.604,2.0,1.1,0.11,1.758,-3.069,4.402,0.438,5.576,3.762,0,0,0,0,0,,,,,,
304009,2003,99.774,37.39,1,461.696,1,3.178,,,,-11.155,0.0,0.843,-1.121,3.632,2.0,0.422,-0.561,1.677,-3.0,1.685,-2.242,5.599,3.158,0,0,0,0,0,,,,,,
304023,2003,91.819,30.015,1,475.042,1,3.92,,,,-11.163,0.0,7.304,2.231,3.724,2.0,3.652,1.115,1.539,-2.965,14.606,4.463,5.641,3.0,0,0,0,0,0,,,,,,
304025,2003,86.955,17.838,1,501.138,1,3.848,5,,,-11.189,0.0,0.435,2.094,3.72,2.0,0.218,1.047,1.492,-2.501,0.868,4.187,5.672,3.0,0,0,0,0,0,,,,,,
304028,2003,90.681,18.961,1,505.507,1,3.284,,,,-11.205,0.0,3.061,0.357,3.748,2.0,1.531,0.179,1.469,-2.031,6.122,0.713,5.698,3.0,0,0,0,0,0,,,,,,
304046,2003,83.969,57.075,0,406.975,1,3.259,,,,-11.041,0.0,-6.361,-1.659,3.918,2.0,-3.181,-0.83,1.375,-3.0,-12.722,-3.318,5.563,3.782,0,0,1,1,0,,,,,,
304052,2003,78.048,14.172,0,485.921,1,7.2,,,,-11.123,0.0,9.304,1.282,4.042,2.0,4.652,0.641,1.394,-3.0,18.608,2.565,5.683,3.0,0,0,1,0,0,,,,,,
304053,2003,74.994,17.123,0,487.177,1,7.126,,,,-11.121,0.0,10.83,0.396,4.057,2.0,5.415,0.198,1.392,-3.0,21.661,0.793,5.683,3.0,0,0,1,1,0,,,,,,
304055,2003,93.475,16.564,0,459.643,1,7.438,,,,-11.072,0.0,5.107,0.072,4.081,2.0,2.553,0.036,1.402,-3.0,10.213,0.145,5.641,3.0,0,0,1,2,1,,,,,,
304057,2003,107.321,30.145,0,412.185,1,7.819,,,,-11.005,0.0,-5.546,0.156,4.113,2.0,-2.773,0.078,1.423,-3.0,-11.092,0.313,5.577,3.0,0,0,1,1,1,,,,,,
304067,2003,75.555,27.342,0,419.546,1,4.815,,,,-10.949,0.0,3.413,3.261,4.253,2.0,1.706,1.631,1.42,-3.0,6.828,6.522,5.551,3.0,0,0,0,0,0,,,,,,
304068,2003,82.399,24.748,0,425.415,1,6.728,,,,-10.95,0.0,4.084,2.2,4.264,2.0,2.042,1.1,1.417,-3.0,8.168,4.4,5.554,3.0,0,0,0,0,0,,,,,,
304069,2003,90.29,26.897,0,434.709,1,6.561,,,,-10.952,0.0,5.289,-1.043,4.28,2.0,2.645,-0.521,1.413,-3.0,10.578,-2.085,5.562,3.0,0,0,0,0,0,,,,,,
304070,2003,110.393,26.227,0,438.303,1,5.245,,,,-10.951,0.0,-0.916,-2.378,4.294,2.0,-0.458,-1.189,1.413,-3.0,-1.834,-4.757,5.562,3.0,0,0,0,0,0,,,,,,
304072,2003,83.052,25.154,0,442.07,1,4.095,,,,-10.942,0.0,3.629,-0.524,4.322,2.0,1.815,-0.262,1.413,-3.0,7.258,-1.047,5.559,3.0,0,0,0,0,0,,,,,,
304076,2003,86.259,19.83,0,470.158,1,3.439,,,,-10.938,0.0,3.452,-0.046,4.39,2.0,1.726,-0.023,1.413,-2.736,6.906,-0.091,5.577,3.0,0,0,0,0,0,,,,,,
304079,2003,80.483,13.97,0,485.566,1,5.106,,,,-10.933,0.0,-0.959,1.857,4.447,2.0,-0.48,0.928,1.419,-2.347,-1.917,3.716,5.589,3.0,0,0,0,0,0,,,,,,
304085,2003,84.219,16.843,0,433.31,1,3.343,,,,-10.806,0.0,4.89,-0.13,4.516,2.0,2.445,-0.065,1.441,-3.0,9.78,-0.259,5.475,3.184,0,0,0,0,0,,,,,,
304086,2003,84.17,20.723,0,429.076,1,4.472,,,,-10.791,0.0,0.531,-0.145,4.531,2.0,0.266,-0.073,1.439,-3.0,1.061,-0.29,5.463,3.218,0,0,0,0,0,,,,,,
304089,2003,79.554,28.165,0,370.813,1,5.947,1,,,-10.67,0.0,4.957,-2.029,4.548,2.0,2.479,-1.014,1.429,-3.91,9.913,-4.06,5.33,4.0,0,0,0,0,0,,,,,,
304093,2003,70.944,41.842,0,342.517,1,3.412,5,,,-10.591,0.0,3.807,-1.166,4.596,2.0,1.904,-0.583,1.415,-4.0,7.613,-2.331,5.256,4.0,0,0,0,0,0,,,,,,
304097,2003,,,0,340.828,1,2.896,,,,-10.565,0.0,,,4.667,2.0,,,1.409,-4.0,,,5.239,4.0,0,0,0,0,0,,,,,,
304099,2003,86.24,27.804,0,352.113,1,4.078,1,,,-10.584,0.0,-0.997,3.49,4.711,2.0,-0.499,1.745,1.415,-4.0,-1.994,6.98,5.264,4.0,0,0,0,1,0,,,,,,
304100,2003,91.839,27.309,0,347.015,1,3.027,,,,-10.567,0.0,-1.948,2.772,4.726,2.0,-0.974,1.386,1.413,-4.0,-3.896,5.543,5.25,4.0,0,0,0,1,0,,,,,,
304127,2003,77.566,22.423,0,358.395,1,3.535,1,,,-10.467,0.0,-2.791,-0.135,5.148,2.0,-1.396,-0.068,1.502,-3.963,-5.582,-0.27,5.245,4.0,0,0,0,1,1,,,,,,
304129,2003,78.161,39.685,0,347.453,1,4.012,,,,-10.443,0.0,2.959,-1.066,5.172,2.0,1.48,-0.533,1.506,-4.0,5.92,-2.133,5.221,4.0,0,0,0,0,1,,,,,,
304131,2003,73.547,21.822,0,367.659,1,4.501,,,,-10.456,0.0,4.965,-2.055,5.216,2.0,2.483,-1.028,1.508,-3.732,9.929,-4.109,5.253,3.81,0,0,0,0,0,,,,,,
304152,2003,80.664,19.102,0,407.316,1,4.137,5,,,-10.399,0.0,12.816,-0.624,5.56,2.0,6.408,-0.312,1.513,-3.0,25.633,-1.247,5.25,3.0,0,0,0,0,0,,,,,,
304156,2003,77.949,29.728,0,357.716,1,4.999,1,,,-10.295,0.0,1.101,-2.939,5.59,2.0,0.55,-1.47,1.509,-4.0,2.202,-5.878,5.123,4.0,0,0,0,0,0,,,,,,
304157,2003,78.264,34.544,0,351.912,1,3.658,1,,,-10.28,0.0,-0.077,-4.025,5.604,2.0,-0.039,-2.013,1.51,-4.0,-0.154,-8.05,5.108,3.959,0,0,0,0,0,,,,,,
304160,2003,98.835,45.597,1,344.11,1,3.793,,,,-10.253,0.0,-0.084,-0.546,5.649,2.0,-0.042,-0.273,1.526,-4.0,-0.169,-1.09,5.096,4.0,0,0,0,0,0,,,,,,
304161,2003,93.806,34.216,1,365.62,1,3.986,,,,-10.284,0.0,-2.025,1.834,5.676,2.0,-1.012,0.917,1.531,-3.827,-4.048,3.668,5.143,3.827,0,0,0,0,0,,,,,,
304164,2003,92.322,19.663,0,430.273,1,4.01,,,,-10.355,0.0,-2.584,-0.094,5.757,2.0,-1.292,-0.047,1.553,-3.0,-5.169,-0.187,5.259,3.0,0,0,0,0,0,,,,,,
304165,2003,81.664,21.943,0,431.633,1,3.44,,,,-10.346,0.0,1.479,0.114,5.778,2.0,0.74,0.057,1.556,-3.0,2.957,0.228,5.259,3.0,0,0,0,0,0,,,,,,
304172,2003,80.457,27.53,0,414.404,1,3.4,,,,-10.27,0.0,-1.147,8.032,5.873,2.0,-0.574,4.016,1.589,-3.0,-2.293,16.062,5.202,3.0,0,0,0,0,0,,,,,,
304184,2003,72.243,32.134,0,388.392,1,3.337,,,,-10.179,0.0,-1.945,-2.206,6.034,2.0,-0.972,-1.103,1.587,-3.757,-3.888,-4.411,5.113,3.592,0,0,0,2,0,,,,,,
304187,2003,,,0,383.685,1,8.84,1,,,-10.159,0.0,,,6.088,2.0,,,1.593,-4.0,,,5.099,3.798,0,0,0,2,0,,,,,,
304192,2003,82.345,30.847,0,361.413,1,4.441,5,,,-10.12,0.0,-0.92,1.378,6.164,2.0,-0.46,0.689,1.597,-4.0,-1.842,2.756,5.069,4.0,0,0,0,0,0,,,,,,
304193,2003,78.809,36.449,0,373.458,1,3.487,5,,,-10.133,0.0,-0.064,0.938,6.188,2.0,-0.032,0.469,1.597,-4.0,-0.13,1.876,5.086,4.0,0,0,0,0,0,,,,,,
304195,2003,88.204,45.587,0,390.886,1,3.578,,,,-10.15,0.0,0.625,-1.611,6.237,2.0,0.313,-0.805,1.599,-4.0,1.25,-3.222,5.104,3.368,0,0,0,1,1,,,,,,
183482,2003,92.97,12.628,0,499.82,1,4.264,,,,-7.836,0.0,0.36,2.176,4.481,2.0,0.18,1.088,7.273,-3.0,0.721,4.352,4.799,3.0,0,0,0,0,0,,,,,,
300973,2003,74.917,30.866,0,426.085,1,4.376,1,,,-10.974,0.0,-0.559,-2.219,4.101,2.0,-0.28,-1.109,1.481,-3.0,-1.119,-4.439,5.6,3.0,0,0,1,0,0,,,,,,
301041,2003,74.93,22.282,0,390.552,1,4.077,1,,,-10.477,0.0,1.561,-0.241,5.118,2.0,0.78,-0.121,1.552,-3.0,3.123,-0.482,5.315,3.177,0,0,0,0,0,,,,,,
302008,2003,69.867,29.322,0,430.148,1,4.792,,,,-10.953,0.0,7.684,-2.11,4.204,2.0,3.842,-1.055,1.462,-3.0,15.368,-4.22,5.58,3.0,0,0,0,0,0,,,,,,
303047,2003,75.496,25.313,0,463.221,1,3.212,,,,-10.923,0.0,2.793,1.737,4.369,2.0,1.397,0.869,1.431,-2.931,5.588,3.475,5.574,3.0,0,0,0,0,0,,,,,,
303175,2003,81.309,25.809,0,398.475,1,4.303,,,,-10.118,0.0,0.873,-1.433,6.366,2.0,0.436,-0.716,1.618,-3.937,1.745,-2.865,5.108,3.558,0,0,0,0,0,,,,,,
304102,2003,88.538,37.435,0,354.212,1,3.29,,,,-10.568,0.0,-3.233,0.492,4.758,2.0,-1.617,0.246,1.414,-3.872,-6.466,0.984,5.26,4.0,0,0,0,1,0,,,,,,
305028,2003,68.236,54.66,1,413.192,1,3.431,5,,,-11.117,0.0,9.059,-4.917,3.569,2.0,4.53,-2.459,1.78,-4.0,18.118,-9.834,5.539,4.0,0,0,0,1,0,,,,,,
307212,2003,87.037,46.899,1,316.307,1,3.093,,,,-10.459,0.0,2.701,0.013,5.15,2.0,1.35,0.007,1.446,-4.0,5.403,0.025,5.171,4.0,0,0,0,1,0,,,,,,
28314,2003,66.624,38.604,1,301.3,1,4.122,,,,-6.931,-1.0,0.837,0.928,4.761,2.0,0.419,0.464,7.915,-5.0,1.673,1.857,5.9,4.438,0,0,0,0,0,,,,,,
85216,2003,75.4,51.485,0,263.283,1,2.981,1,,,-5.907,0.0,0.873,-2.512,5.364,2.0,0.437,-1.256,5.265,-4.0,1.745,-5.025,3.89,3.0,0,0,0,0,0,,,,,,
44045,2003,92.033,51.049,0,303.51,1,4.245,,,,-5.736,0.0,2.128,4.485,5.067,2.0,1.064,2.242,6.082,-3.0,4.256,8.97,3.9,3.0,0,0,0,0,0,,,,,,
227012,2003,89.862,33.65,1,402.523,1,2.893,1,,,-9.392,-0.253,-6.96,-1.492,4.591,1.747,-3.48,-0.746,3.085,-2.883,-13.918,-2.982,5.573,2.253,0,0,0,0,0,,,,,,
230978,2003,81.626,65.739,1,426.984,1,3.933,,,,-10.196,0.0,2.99,0.161,3.262,2.0,1.495,0.081,3.698,-3.0,5.979,0.322,5.759,3.0,0,0,0,0,0,,,,,,
243440,2003,65.58,46.617,0,396.598,1,4.81,,,,-9.788,0.0,-2.535,-3.642,4.383,2.0,-1.267,-1.821,2.732,-3.0,-5.07,-7.283,5.557,3.0,0,0,0,0,0,,,,,,
245494,2003,64.739,66.96,0,393.729,1,3.451,,,,-9.837,0.0,1.729,-4.187,4.36,2.0,0.864,-2.093,2.686,-3.0,3.457,-8.376,5.561,3.0,0,0,0,0,0,,,,,,
14928,2003,88.903,52.793,0,356.162,1,3.635,,,,-6.601,-0.201,1.673,-0.573,4.977,2.0,0.836,-0.287,8.298,-4.0,3.347,-1.147,6.072,4.0,0,0,0,0,0,,,,,,
17984,2003,70.478,16.515,0,390.524,1,5.018,,,,-6.402,-0.03,1.054,2.01,5.207,2.0,0.527,1.005,8.514,-4.017,2.11,4.02,6.166,4.0,0,0,0,0,0,,,,,,
274076,2003,81.097,58.686,1,452.301,1,2.893,5,,,-10.763,0.0,-3.462,-3.977,2.639,2.0,-1.731,-1.988,3.369,-4.0,-6.922,-7.954,5.467,4.0,0,0,0,0,0,,,,,,
166064,2003,86.771,55.992,1,419.799,1,3.528,,,,-8.554,0.0,-0.812,1.56,3.814,2.0,-0.406,0.78,6.461,-3.0,-1.624,3.12,5.34,3.0,0,0,0,0,0,,,,,,
105838,2003,72.467,59.371,0,192.967,1,2.883,,,,-5.64,0.0,7.616,3.814,5.902,2.0,3.808,1.907,4.98,-5.0,15.232,7.63,3.598,3.85,0,0,0,0,0,,,,,,
106528,2003,80.907,32.952,0,404.332,1,3.109,,,,-8.559,0.0,-1.683,0.26,3.683,2.0,-0.842,0.13,6.209,-3.598,-3.367,0.521,5.776,3.805,0,0,0,0,0,,,,,,
278278,2003,92.205,36.494,1,428.296,1,3.422,,,,-10.81,0.0,-1.708,0.508,3.395,2.0,-0.854,0.254,2.567,-3.566,-3.417,1.018,5.629,3.583,0,0,0,0,0,,,,,,
249387,2003,,,1,433.874,1,4.586,5,,,-10.398,0.0,,,2.669,2.0,,,4.061,-4.0,,,5.49,4.0,0,0,0,0,0,,,,,,
251712,2003,83.677,35.418,0,375.636,1,3.48,1,,,-9.515,0.0,1.099,-2.486,5.064,2.0,0.55,-1.243,2.554,-3.0,2.198,-4.972,5.348,3.0,0,0,0,0,0,,,,,,
280362,2003,69.124,47.654,1,450.949,1,4.6,,,,-10.809,0.0,5.804,-0.279,3.551,2.0,2.902,-0.139,2.231,-3.0,11.608,-0.56,5.645,3.0,0,0,0,0,0,,,,,,
281426,2003,96.612,36.041,0,456.504,1,3.802,,,,-10.82,0.0,0.583,-0.214,3.832,2.0,0.291,-0.107,1.897,-2.752,1.168,-0.428,5.717,3.0,0,0,0,0,0,,,,,,
281565,2003,64.292,34.623,0,352.514,1,3.925,,,,-9.735,0.0,2.921,-2.034,5.821,2.0,1.46,-1.017,1.99,-4.0,5.844,-4.068,5.109,3.687,0,0,0,0,0,,,,,,
323674,2003,75.446,35.266,0,326.23,1,3.848,,,,-10.601,0.0,3.027,-1.217,5.425,2.0,1.514,-0.608,1.138,-4.114,6.053,-2.434,5.058,4.0,0,0,0,0,0,,,,,,
310303,2003,85.375,42.676,0,324.913,1,4.234,,,,-10.48,0.0,-1.763,-2.015,5.286,2.0,-0.881,-1.007,1.397,-4.0,-3.527,-4.031,5.164,4.0,0,0,0,0,0,,,,,,
244478,2003,99.089,23.171,0,493.59,1,3.516,,,,-9.92,0.0,3.833,-1.251,4.611,1.334,1.917,-0.625,2.766,-3.0,7.667,-2.5,5.777,3.0,0,0,0,0,0,,,,,,
306129,2003,100.253,32.729,0,432.552,1,3.608,,,,-10.946,0.0,-2.32,1.605,4.341,2.0,-1.16,0.802,1.371,-3.0,-4.64,3.209,5.528,3.0,0,0,0,0,0,,,,,,
295815,2003,82.859,39.075,1,443.486,1,4.147,,,,-11.01,0.0,-4.104,1.435,3.85,2.0,-2.052,0.718,1.607,-3.0,-8.207,2.869,5.66,3.0,0,0,1,1,0,,,,,,
311250,2003,83.786,25.154,0,422.641,1,3.944,5,,,-11.113,0.0,4.073,1.633,4.065,2.0,2.036,0.817,1.243,-3.0,8.145,3.265,5.556,3.592,0,0,1,4,2,,,,,,
300072,2003,95.072,45.629,0,382.219,1,6.608,1,,,-10.086,0.0,-2.89,-6.487,6.001,2.0,-1.445,-3.244,1.658,-3.9,-5.779,-12.976,5.105,3.547,0,2,0,0,1,,,,,,
301994,2003,79.425,24.081,0,424.683,1,5.2,,,,-11.022,0.0,4.403,1.532,3.987,2.0,2.202,0.766,1.436,-3.0,8.804,3.064,5.597,3.0,0,0,1,0,0,,,,,,
302029,2003,82.449,15.338,0,381.151,1,4.206,,,,-10.694,0.0,3.163,0.013,4.486,2.0,1.581,0.007,1.48,-3.721,6.328,0.027,5.388,4.0,0,0,0,0,0,,,,,,
299982,2003,70.851,24.979,0,373.29,1,7.111,1,,,-10.599,0.0,4.601,-2.144,4.635,2.0,2.301,-1.072,1.524,-3.569,9.203,-4.287,5.351,3.947,0,0,0,0,0,,,,,,
310320,2003,65.641,30.842,0,373.251,1,5.091,1,,,-10.444,0.0,8.917,-3.2,5.574,2.0,4.459,-1.6,1.404,-4.0,17.834,-6.401,5.169,4.0,0,0,0,0,0,,,,,,
259797,2003,90.745,28.86,1,441.783,1,3.251,,,,-10.538,0.0,4.14,-0.269,3.508,2.0,2.07,-0.134,2.729,-3.0,8.279,-0.537,5.702,3.0,0,0,0,0,0,,,,,,
291710,2003,81.111,30.571,0,487.406,1,3.171,,,,-10.988,0.0,7.441,2.82,3.902,2.0,3.72,1.41,1.635,-2.0,14.882,5.64,5.727,3.0,0,0,1,1,0,,,,,,
292911,2003,84.051,33.631,0,395.562,1,3.808,,,,-9.805,0.0,5.153,-0.355,6.548,2.0,2.576,-0.178,1.869,-3.978,10.307,-0.708,5.032,3.09,0,0,0,1,0,,,,,,
325725,2003,68.908,35.062,0,329.914,1,3.585,,,,-10.662,-0.159,4.664,2.063,5.352,2.0,2.332,1.031,1.083,-4.159,9.327,4.126,5.065,4.0,0,0,0,0,0,,,,,,
323594,2003,89.045,20.782,0,472.771,1,3.077,,,,-11.371,0.0,1.043,0.402,4.271,2.0,0.521,0.201,1.0,-3.0,2.087,0.804,5.627,3.0,0,0,1,0,0,,,,,,
281380,2003,79.771,21.931,1,442.02,1,3.967,,,,-10.832,0.0,1.213,-0.738,3.491,2.0,0.607,-0.369,2.295,-3.0,2.426,-1.475,5.628,3.0,0,0,0,0,0,,,,,,
306144,2003,86.247,21.541,0,473.602,1,3.878,,,,-10.893,0.0,0.035,0.402,4.601,2.0,0.017,0.201,1.402,-2.186,0.069,0.805,5.55,3.01,0,0,0,0,0,,,,,,
292775,2003,64.11,18.118,0,433.537,1,3.881,1,,,-10.696,0.0,5.006,0.295,4.477,2.0,2.503,0.147,1.694,-3.0,10.012,0.59,5.556,3.0,0,0,0,0,0,,,,,,
291735,2003,93.354,13.472,0,413.376,1,3.873,,,,-10.747,0.0,7.716,0.16,4.294,2.0,3.858,0.08,1.716,-3.0,15.43,0.318,5.576,3.0,0,0,0,0,0,,,,,,
254715,2003,,,1,400.184,1,4.381,,,,-10.275,0.0,,,4.008,2.0,,,2.534,-3.0,,,5.688,3.0,0,0,0,0,0,,,,,,
282491,2003,85.516,17.17,0,512.934,1,5.186,,,,-10.671,1.0,3.591,1.189,4.399,2.0,1.796,0.595,1.866,-2.0,7.183,2.379,5.715,2.206,0,0,0,0,0,,,,,,
282581,2003,72.286,19.606,0,343.589,1,3.038,1,,,-9.851,0.0,-1.324,-1.003,5.682,2.0,-0.662,-0.501,1.963,-4.0,-2.649,-2.006,5.16,3.767,0,2,0,2,3,,,,,,
283517,2003,76.377,18.195,0,517.061,1,3.352,5,,,-10.692,1.0,4.629,2.96,4.359,2.0,2.314,1.48,1.823,-2.0,9.256,5.92,5.707,2.594,0,0,0,0,0,,,,,,
283595,2003,88.851,33.477,0,414.531,1,4.173,,,,-10.015,0.0,2.016,-1.115,5.479,2.0,1.008,-0.558,1.904,-3.0,4.031,-2.23,5.281,3.0,0,1,0,1,3,,,,,,
287567,2003,70.677,41.812,1,443.773,1,3.989,5,,,-10.882,0.0,1.129,2.248,3.65,2.0,0.565,1.124,2.019,-3.0,2.258,4.495,5.632,3.0,0,1,0,1,1,,,,,,
287601,2003,86.888,23.762,0,496.941,1,4.129,5,,,-10.922,0.366,0.361,0.42,3.927,2.0,0.181,0.21,1.718,-2.0,0.722,0.841,5.738,3.0,0,0,0,1,0,,,,,,
287674,2003,84.668,24.459,0,391.934,1,4.491,,,,-10.262,0.0,0.02,-1.345,4.999,2.0,0.01,-0.672,1.807,-3.0,0.039,-2.69,5.343,3.0,0,0,0,0,0,,,,,,
288738,2003,76.175,24.458,0,359.37,1,3.997,1,,,-10.036,0.0,3.432,-0.088,5.544,2.0,1.716,-0.044,1.782,-3.883,6.864,-0.177,5.175,3.619,0,0,0,2,1,,,,,,
290694,2003,,,0,430.528,1,3.357,5,,,-10.815,0.0,,,4.079,2.0,,,1.697,-3.0,,,5.614,3.0,0,0,0,0,0,,,,,,
291755,2003,95.165,13.603,0,459.489,1,3.447,,,,-10.663,0.0,8.804,0.389,4.61,2.0,4.402,0.195,1.721,-2.467,17.607,0.778,5.579,3.0,0,0,0,0,1,,,,,,
292712,2003,78.286,43.118,1,448.157,1,4.272,,,,-10.964,0.0,0.702,-2.719,3.688,2.0,0.351,-1.36,1.849,-3.0,1.404,-5.438,5.634,3.0,0,0,0,1,0,,,,,,
295804,2003,,,1,484.189,1,5.382,1,,,-11.053,0.0,,,3.74,2.0,,,1.683,-2.753,,,5.687,3.0,0,0,0,0,0,,,,,,
294864,2003,84.361,26.192,0,363.574,1,3.29,,,,-10.39,0.0,6.427,-2.95,4.948,2.0,3.214,-1.475,1.655,-3.609,12.852,-5.9,5.314,3.782,0,1,0,2,1,,,,,,
294963,2003,75.262,25.403,0,352.46,1,4.331,1,,,-9.833,-0.067,0.351,1.745,6.46,2.0,0.175,0.872,1.784,-4.067,0.703,3.49,4.977,4.0,0,0,0,0,0,,,,,,
295850,2003,81.046,18.312,0,393.42,1,5.452,8,,,-10.764,0.0,-1.705,-1.53,4.343,2.0,-0.853,-0.765,1.633,-3.0,-3.409,-3.062,5.529,3.79,0,0,0,0,0,,,,,,
295856,2003,77.664,15.955,0,372.016,1,4.555,1,,,-10.681,0.0,4.551,-1.341,4.418,2.0,2.276,-0.671,1.641,-3.755,9.101,-2.683,5.459,3.903,0,0,0,1,0,,,,,,
295864,2003,68.416,28.571,0,390.381,1,4.681,,,,-10.621,0.0,5.747,-1.956,4.534,2.0,2.874,-0.978,1.625,-3.0,11.492,-3.913,5.431,3.46,0,0,0,0,0,,,,,,
296007,2003,72.324,45.748,0,301.167,1,3.396,,,,-9.597,-1.0,3.735,3.844,6.69,2.0,1.868,1.922,1.907,-5.0,7.469,7.687,4.695,4.36,0,0,0,1,1,,,,,,
296912,2003,69.326,15.935,0,431.203,1,3.432,,,,-10.588,0.0,7.651,1.122,4.88,2.0,3.825,0.561,1.611,-2.975,15.301,2.246,5.46,3.0,0,0,0,0,0,,,,,,
299992,2003,84.007,12.083,0,435.966,1,4.643,1,,,-10.681,0.0,3.751,1.585,4.84,2.0,1.875,0.792,1.55,-3.0,7.505,3.17,5.482,3.0,0,0,0,0,0,,,,,,
297033,2003,100.213,28.144,0,307.307,1,4.288,,,,-9.639,-1.0,-3.826,0.401,6.662,2.0,-1.913,0.2,1.861,-5.0,-7.652,0.804,4.713,4.0,0,0,0,0,0,,,,,,
297855,2003,,,1,454.033,1,3.847,,,,-11.055,0.0,,,3.724,2.0,,,1.701,-3.0,,,5.639,3.0,0,0,0,0,0,,,,,,
297908,2003,74.274,18.423,0,421.079,1,4.467,,,,-10.8,0.0,1.349,0.394,4.371,2.0,0.675,0.197,1.569,-3.0,2.699,0.786,5.537,3.0,0,0,0,0,0,,,,,,
297926,2003,74.07,10.98,0,408.985,1,7.473,1,,,-10.643,0.0,-0.187,0.257,4.652,2.0,-0.093,0.129,1.58,-3.0,-0.373,0.514,5.443,3.02,0,0,0,0,0,,,,,,
